topic,source_type,title,url,identifier,retrieved_at_utc,acquisition_conditions,storage_path,file_size_bytes,sha256,usage_conditions,completeness,local_status
research_sources_20260924T103000Z,crossref_metadata,Evaluation and Maintenance of Snow Sliding Performance of Coated Steel Roofing Used for Sloped Roof,https://api.crossref.org/works/10.4106%2Fjsse.13.244,10.4106/jsse.13.244,2026-09-24T09:55:42.280865+00:00,GET,data/raw/published_sources/20260924T103000Z/jp06.json,2065,a262c1300586ac38fca9b3717b6c759abd98d528cd9e9b4bb33af6e6bf6d210e,Crossref public bibliographic metadata; https://www.crossref.org/documentation/retrieve-metadata/rest-api/rest-api-metadata-license-information/,complete response body,verified
research_sources_20260924T103000Z,crossref_metadata,Experimental Study on the Snow Removal on the Roof by Snow-Melting System in Northern Area of Nagano Prefecture,https://api.crossref.org/works/10.3130%2Faija.60.57_3,10.3130/aija.60.57_3,2026-09-24T09:55:42.280865+00:00,GET,data/raw/published_sources/20260924T103000Z/jp07.json,2758,480b9bf6a942c12b44ac41ce42a4b38f13d9e6019f5947913f6738de34bc4c08,Crossref public bibliographic metadata; https://www.crossref.org/documentation/retrieve-metadata/rest-api/rest-api-metadata-license-information/,complete response body,verified
research_sources_20260924T103000Z,crossref_metadata,Fundamental study for elucidating snow cornice formation mechanism of flat roofs based on wind tunnel test using natural snow,https://api.crossref.org/works/10.5331%2Fseppyo.83.3_249,10.5331/seppyo.83.3_249,2026-09-24T09:55:42.280865+00:00,GET,data/raw/published_sources/20260924T103000Z/jp08.json,8358,c74ea6a3bcd517eac48c7196b0939a9cd914a4fe31207f5ffd0234620ba53a1a,Crossref public bibliographic metadata; https://www.crossref.org/documentation/retrieve-metadata/rest-api/rest-api-metadata-license-information/,complete response body,verified
research_sources_20260924T103000Z,journal_rules,CRST Guide for Authors,https://www.sciencedirect.com/journal/cold-regions-science-and-technology/publish/guide-for-authors,ISSN 0165-232X,2026-09-24T09:55:42.280865+00:00,GET,,,,Official public Elsevier page,failed,no_path
research_sources_20260924T103000Z,journal_rules,Elsevier generative AI policies for journals,https://www.elsevier.com/about/policies-and-standards/generative-ai-policies-for-journals,NA,2026-09-24T09:55:42.280865+00:00,GET,data/raw/external/20260924T103000Z/elsevier_ai.bin,345426,7373dbde2e2de4932eff94d16d5c2a29734f389232f5328c666c457bd0ab9b15,Official public Elsevier page,complete response body,verified
research_sources_20260924T103000Z,journal_rules,Elsevier cover letter guidance,https://www.elsevier.support/publishing/answer/what-should-be-included-in-a-cover-letter,NA,2026-09-24T09:55:42.280865+00:00,GET,data/raw/external/20260924T103000Z/elsevier_cover.bin,125797,9f41d016df90fec623570319cd5c54067979e6ba86cc522723da8f5cfadfb63b,Official public Elsevier support page,complete response body,verified
research_sources_20260924T103000Z,jma_documentation,JMA historical observation download,https://www.data.jma.go.jp/risk/obsdl/,NA,2026-09-24T09:55:42.280865+00:00,GET,data/raw/published_sources/20260924T103000Z/jma_obsdl.bin,18305,78e5d9e76d1e3dfb240cda4d837d9a870a8cbc3ae58a8b8ff20b4bee842ad2f9,JMA public data terms,complete response body,verified
research_sources_20260924T103000Z,jma_documentation,JMA historical observation download help,https://www.data.jma.go.jp/risk/obsdl/top/help1,NA,2026-09-24T09:55:42.280865+00:00,GET,data/raw/published_sources/20260924T103000Z/jma_help1.bin,36412,364a25d6bf9a9a88dea5bb04309bbb42bc03664fcbcccf3a2990635a7f8685fa,JMA public data terms,complete response body,verified
research_sources_20260924T103000Z,jma_documentation,JMA CSV and quality code help,https://www.data.jma.go.jp/risk/obsdl/top/help3,NA,2026-09-24T09:55:42.280865+00:00,GET,data/raw/published_sources/20260924T103000Z/jma_help3.bin,31310,c020dcdae64a815484ef9a14f710a7978de742c338e63dd6e462d72cbc9f8b96,JMA public data terms,complete response body,verified
research_sources_20260924T103000Z,jma_documentation,JMA historical observation download FAQ,https://www.data.jma.go.jp/risk/obsdl/top/faq,NA,2026-09-24T09:55:42.280865+00:00,GET,data/raw/published_sources/20260924T103000Z/jma_faq.bin,15361,9ce0029566eb2fc347c4ee63a0ba26e35712b1e0b791c407f6c404d0b432343a,JMA public data terms,complete response body,verified
research_sources_20260924T103000Z,jma_documentation,JMA content use terms,https://www.jma.go.jp/jma/kishou/info/coment.html,Public Data Use Terms Version 1.0,2026-09-24T09:55:42.280865+00:00,GET,data/raw/published_sources/20260924T103000Z/jma_terms.html,23377,ff2b45042e6207053d8f6aa617656aa6a144e462db138f0b8138de6eefbeff48,JMA public data terms,complete response body,verified
research_sources_20260924T103000Z,jma_documentation,JMA AMeDAS variable explanation,https://www.jma.go.jp/jma/kishou/know/amedas/kaisetsu.html,NA,2026-09-24T09:55:42.280865+00:00,GET,data/raw/published_sources/20260924T103000Z/jma_amedas.html,11603,fb6039ef8b71be5deb426d65f3907b28582f85902a505dacc673029c4ec60d7e,JMA public data terms,complete response body,verified
research_sources_20260924T103000Z,jma_metadata,JMA AMeDAS station metadata,https://www.jma.go.jp/bosai/amedas/const/amedastable.json,current,2026-09-24T09:55:42.280865+00:00,GET,data/raw/published_sources/20260924T103000Z/jma_stations.json,187742,319d215c6c9243ccb794e925dded2f849a0202f1b2cd74ce607b232f2bc2ddc5,JMA public data terms,complete response body,verified
research_sources_20260924T103000Z,japanese_practice,Hokkaido roof-snow treatment guide,https://www.hro.or.jp/upload/51707/yanenoyukishori.pdf,2017 technical guide,2026-09-24T09:55:42.280865+00:00,GET,data/raw/external/20260924T103000Z/jp_hro.pdf,1683557,5555aa6460fcfefb1d419a3998bc2dc70680977419aa7742bc9ffcbcdad66211,Official public technical guide,complete response body,verified
research_sources_20260924T103000Z,japanese_practice,Niigata roof-snow technical material,https://www.pref.niigata.lg.jp/uploaded/attachment/135532.pdf,2006 technical material,2026-09-24T09:55:42.280865+00:00,GET,data/raw/external/20260924T103000Z/jp_niigata.pdf,430208,d4bb23309615cd12b7a8638aac53bf793f279288c18a2c440c753198989d29a5,Official public prefectural material,complete response body,verified
research_sources_20260924T103000Z,japanese_practice,Sapporo falling snow and ice guidance,https://www.city.sapporo.jp/toshi/k-shido/kakuninn/yukidome/yukidome.html,Sapporo Building Standards Ordinance Article 12 guidance,2026-09-24T09:55:42.280865+00:00,GET,data/raw/external/20260924T103000Z/jp_sapporo.html,24783,a0b2cc59ecb908d50f017587dab1f5ef932bea4c1ce1beb0f2025135abc73de3,Official public municipal guidance,complete response body,verified
research_sources_20260925T042713Z,crossref_metadata,Fundamental Study on Control of Roof Snow Sliding,https://api.crossref.org/works/10.4106%2Fjsse.13.3,10.4106/jsse.13.3,2026-09-25T04:27:13Z,GET,data/raw/published_sources/20260925T042713Z/jp10.json,1824,4ca24bcd1c9f53b10a05d250e3ec4bd1e1d3f7006feea8a0723e58a62d22199e,Crossref public bibliographic metadata; https://www.crossref.org/documentation/retrieve-metadata/rest-api/rest-api-metadata-license-information/,complete response body,verified
research_sources_20260925T050931Z,journal_submission_guidance,Cold Regions Science and Technology Guide for Authors (blocked curl response),https://www.sciencedirect.com/journal/cold-regions-science-and-technology/publish/guide-for-authors,CRST Guide for Authors; shell retrieval attempt,2026-09-25T05:00:25Z,GET via curl,data/raw/published_sources/20260924T232000Z/crst_guide_for_authors_response.html,832803,e588b468ff87d69829c86932151dbeee65245c8112d424e7a9b023f1672abbb0,Elsevier website terms; retained only as evidence of the HTTP 403 shell-access limitation,"Cloudflare HTTP 403 response, not guide content",verified
research_sources_20260925T050931Z,journal_submission_guidance,Cold Regions Science and Technology Guide for Authors (blocked curl response headers),https://www.sciencedirect.com/journal/cold-regions-science-and-technology/publish/guide-for-authors,CRST Guide for Authors; shell retrieval headers,2026-09-25T05:00:25Z,GET via curl,data/raw/published_sources/20260924T232000Z/crst_guide_for_authors_headers.txt,833,4168fd967f01afd799e0797f0b67995172801b8c6dd9d41da6d2c1702a071037,Elsevier website terms; retained as request-status evidence,complete HTTP response headers,verified
research_sources_20260925T050931Z,publisher_submission_guidance,Artwork formats checklist,https://www.elsevier.com/about/policies-and-standards/author/artwork-and-media-instructions/artwork-formats-checklist,Elsevier artwork formats checklist,2026-09-25T05:00:25Z,GET,data/raw/published_sources/20260924T232000Z/elsevier_artwork_formats_checklist.html,211161,593a9dcf10873b4c412a9239de74dced8b40068b28e1241b78637513c3e3ed6e,Elsevier website terms; public author guidance,complete rendered response,verified
research_sources_20260925T050931Z,publisher_submission_guidance,Generative AI policies for journals,https://www.elsevier.com/about/policies-and-standards/generative-ai-policies-for-journals,Elsevier generative AI policy; updated June 2026,2026-09-25T05:00:25Z,GET,data/raw/published_sources/20260924T232000Z/elsevier_generative_ai_policy.html,345450,69140ab37821603b55cef49cac10a92c5fdf72ea7a93119ae19a8c489fc0e26b,Elsevier website terms; public author guidance,complete rendered response,verified
research_sources_20260925T050931Z,journal_submission_guidance,Cold Regions Science and Technology Guide for Authors,https://www.sciencedirect.com/journal/cold-regions-science-and-technology/publish/guide-for-authors,CRST Guide for Authors; rendered 2026-09-25,2026-09-25T05:09:31Z,browser-rendered GET,data/raw/published_sources/20260925T050931Z/crst_guide_for_authors.html,504166,e36acdacab8f7e0639aea11d8ea3ba9e97aeff6936e2f4670d2968bf389e139b,Elsevier website terms; public journal author guidance,complete rendered page DOM snapshot,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2021&month=11&day=&view=p1,s47433:2021-11,2026-09-24T10:09:34.668523+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2021', 'month': '11', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2021_11_daily.html,36276,b2e0f67a25769f131055c1b3c8afce950c0bc09888a2284e00619bf097e4df92,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2021&month=12&day=&view=p1,s47433:2021-12,2026-09-24T10:09:36.373291+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2021', 'month': '12', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2021_12_daily.html,37201,daead0a7be04e5aeaba7cce86c3036152dd70775868b4340583fcd903b690dc7,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2022&month=01&day=&view=p1,s47433:2022-01,2026-09-24T10:09:38.048478+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2022', 'month': '01', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2022_01_daily.html,37254,b7a61da8a4dbbb320b961835fc3ca54962bdb54e1dd6471cd61a70c502cfd771,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2022&month=02&day=&view=p1,s47433:2022-02,2026-09-24T10:09:39.715560+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2022', 'month': '02', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2022_02_daily.html,34642,458051392fedb3736391b573058c0d8783a0dff93c1ccd24dd4f79eb4f6268b8,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2022&month=03&day=&view=p1,s47433:2022-03,2026-09-24T10:09:41.389102+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2022', 'month': '03', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2022_03_daily.html,37187,2ab46ae4b44ae1e25777614cb5edf1333e8d1fc7d9f1bf0d17fbb506232c4808,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2022&month=04&day=&view=p1,s47433:2022-04,2026-09-24T10:09:43.056369+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2022', 'month': '04', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2022_04_daily.html,36263,77e516c02d952db1b2c49e81488e43624899c0dd73715457ca5e364c84d3f14b,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2022&month=11&day=&view=p1,s47433:2022-11,2026-09-24T10:09:44.722633+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2022', 'month': '11', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2022_11_daily.html,36319,eff4df7627b5784089cea752366f982d749658aa4f7a8b357d239cc8c32ea8ae,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2022&month=12&day=&view=p1,s47433:2022-12,2026-09-24T10:09:46.408619+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2022', 'month': '12', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2022_12_daily.html,37236,225231297b3d6855a3ec2c1c63496fcc3af9bd0c6024b992cba1be5210e0927c,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2023&month=01&day=&view=p1,s47433:2023-01,2026-09-24T10:09:48.181121+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2023', 'month': '01', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2023_01_daily.html,37281,a3757198b78bdb111558b99c9352474ad79e06d6403ab5909aeb9af544b08133,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2023&month=02&day=&view=p1,s47433:2023-02,2026-09-24T10:09:49.867439+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2023', 'month': '02', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2023_02_daily.html,34659,ffcf961bf458b9ac3f35a5d39d78fa0f481aeb5f04adfc2c51c1fea4f8019fcc,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2023&month=03&day=&view=p1,s47433:2023-03,2026-09-24T10:09:51.537034+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2023', 'month': '03', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2023_03_daily.html,37222,51553e1b0a8590540e6a07ee54fc74487c03cb78fcef6e68baca454e25e4e4ae,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2023&month=04&day=&view=p1,s47433:2023-04,2026-09-24T10:09:53.200792+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2023', 'month': '04', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2023_04_daily.html,36325,3efcbc85a637aa4dd434b1929b8e01f7e189d325c43f52379be3e064ae6571fd,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2023&month=11&day=&view=p1,s47433:2023-11,2026-09-24T10:09:54.889973+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2023', 'month': '11', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2023_11_daily.html,36351,e89879dc20c5ef4debf2569573d50ad0104b0b7135da40337cdd0b9ec4d9dd4b,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2023&month=12&day=&view=p1,s47433:2023-12,2026-09-24T10:09:56.556760+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2023', 'month': '12', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2023_12_daily.html,37226,8ff8aca655c62424f158f80cd5f637b2231a44ac20cf097d6c0ac65893dc8215,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2024&month=01&day=&view=p1,s47433:2024-01,2026-09-24T10:09:58.244201+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2024', 'month': '01', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2024_01_daily.html,37265,a5bfe55e3c707d38f0d7714a7bb6e2f3366fd264e0c6b92313a69cb1631e9b01,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2024&month=02&day=&view=p1,s47433:2024-02,2026-09-24T10:09:59.904867+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2024', 'month': '02', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2024_02_daily.html,35478,325378f5f66b514106ffe50ce04c5f74fca91a42fb19139152d489265a14ea0c,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2024&month=03&day=&view=p1,s47433:2024-03,2026-09-24T10:10:01.578829+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2024', 'month': '03', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2024_03_daily.html,37177,5a4c608f5ef389a807e467d5b572bcac841ff88c8c5aa303fe6989161645fbe0,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
jma_daily_20260924T120000Z,JMA Historical Weather Data Search daily HTML,,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=16&block_no=47433&year=2024&month=04&day=&view=p1,s47433:2024-04,2026-09-24T10:10:03.262792+00:00,"{'prec_no': '16', 'block_no': '47433', 'year': '2024', 'month': '04', 'day': '', 'view': 'p1'}",data/raw/jma_daily/20260924T120000Z/s47433_2024_04_daily.html,36289,ee3c07ad91eee10d6be44f980f5fdaf8f4132fcf8ffb4c13b20c1abf9817cd8f,https://www.jma.go.jp/jma/kishou/info/coment.html,complete requested station-month daily table,verified
